,album titles,artists,cleaned_sentences
3546,"Niccolò Paganini - 24 Capricci per violino solo, op.1",Thomas Zehetmair(토마스 체트마이어),들다 돼다 들다 드러내다 아우르다 자다 어울리다
3547,Natalie Prass,Natalie Prass(나탈리 프라스),해오다 알려지다 늦다 돋보이다 오다 잇다 오다 오다 가다
3548,La Disparition,Keren Ann(케렌 앤),들려주다 담기다 태어나다 보내다 나오다 싶다 울리다 나오다 울리다 느껴지다 닮다 모으다 내다 내다 쓰다 갖다 끌다 덮다 다독이다 건드리다 일으키다 크다 담다 젖다 들다 받다 내리다 들다
3549,Anything Goes,매드 클라운(Mad Clown),크다 크다 크다 알려지다 알려지다 물들다 크다 높아지다 되어다 되어다 되어다 되어다 높아지다 되어다 쉬다 되어다 쉬다 들어가다 부르다 빠지다 크다 올라가다 되어다 크다 쉬다 들어가다 크다 오다 늘다 들다 크다 들다 오다 풀다 오다 빛나다 크다 들다 싶다 남다 크다 들다 들다 들다 느껴지다 따라오다 따라오다 들다 싶다 담기다 죽다 크다 보이다 틀리다 들다 남다 해보다 다가가다 어리다 자다 들다 풀다 적다 주다 받다 불다
3550,Ysaÿe: Sonates Pour Violon Solo,Thomas Zehetmair(토마스 체트마이어),잡다 잡다 받다 조르다 되어다 보여주다 여기다 잡다 들려주다
3551,Different Color,임창정,만들다 늘다 기다리다 가다 기다리다 들다 기다리다 싶다 헤어지다 배우다 버리다 들어오다 받다 들다 돌다 나르다 버리다 들다 돌아보다 머물다 받아들이다 지우다 떠올리다 보여주다 알다 속이다 주다 열다 해보다 끝나다
3552,Kurtág: Musik für Streichinstrumente,Keller Quartet,듣다 묻다 나다 뿜어내다 쉬다 다가오다 듣다
3553,Bummed,Happy Mondays(해피 먼데이즈),불리다 두다 자다 알려지다 넘다 사로자다 되어다 받다 얻다 이어지다 어우러지다 받다 오다 맺다 받다 내놓다 넘다 넘어가다 흔들리다 빠지다 말다 들다 늘다 받다 맡다 비다 오다 들리다 크다 펼치다 되어다 녹다 들려주다 가다 자글거리다 크다 돋다 오다 추다 늘다 섞다 삼다 불리다 식다 버리다 남기다 받다 남기다 들다 흔들다 만들다 가지다
3554,The Blue Note Albums,Michel Petrucciani(미셀 페트루치아니),태어나다 이기다 내다 태어나다 어리다 들다 보여주다 대다 대다 맺다 늘다 묶다 놓다 알다 바치다 들다
3555,Selected Recordings,John Abercrombie(존 애버크롬비),두다 비다 두다 살리다 보여주다 이어지다 실리다
3556,슬픔과 분노에 관한,이소라,젖다 떨어지다 되어다 놓치다 가다 잡다 걸다 추다 따르다 해보다 들다 들다 붙이다 싶다 가다 보이다 담다 바르다 나타나다 나오다 나누다 태어나다 길들이다 입다 드리다 따르다 느끼다 빠져들다 들다 보내다 앉다 받다 얻다 듣다 듣다
3557,Bach: Goldberg Variations,Keith Jarrett(키스 자렛),스며들다 가지다 크다 받다 돼다 해오다 받아들이다 적다 낮추다 들다 반짝이다 듣다 스며들다
3558,Tasting,트리오킨(Trio Keen),알다 가다 느껴지다 들다 선보이다 어리다 보내다 해봤다 치다 치다 담다 내다 알다 맞다 싶다 끄다
3559,Bach: The Sonatas And Partitas For Violin Solo,John Holloway,거치다 보이다 받다 배우다 이끌다 빠지다 미루다 오다 거치다
3560,Nothing's Shocking,Jane's Addiction(제인스 어딕션),빠뜨리다 빠지다 쓰다 오다 흔들다 거치다 오다 크다 오다 지니다 찾아보다 알려지다 자다 나타나다 담다 내다 이어지다 만들어지다 보이다 뽑다 지니다 감다 파이다 오다 이어지다 나오다 잡다 남다 기다 돋보이다 되어다 담기다 들다 빠져들다 쉬다 벗어나다 돋다 올라서다 뽑다 빛나다 오다 오다 늘다 흐르다 오다 얻다 내다 오다 느끼다 늘다 울리다 퍼지다 크다 지나가다 선보이다
3561,Schmelzer: Unarum Fidium,John Holloway,이루어지다 거치다 모르다 세다 더불다 짜다
3562,The Classic 2,더 클래식(The Classic),담기다 떠올리다 나다 헤어지다 죽다 흘리다 내다 되어다 싶다 해드리다 나서다 놓다 남다 어루만지다 줍다
3563,Selected Recordings,John Surman(존 서먼),서다 서다 서다 풀다 내다 즐기다 되어다 서다 되어다 선보이다 실리다 가다 앞서다 서다 들다 가다
3564,We Are All We Need,Above & Beyond,보여주다 돼다 가지다 들다 오다 채우다 넣다 맞추다 넓어지다 해내다 다듬다 자다 살리다
3565,A Night In Seoul,토이(Toy),거두다 크다 보이다 다지다 기르다 가지다 받다 나누다 이끌다 생기다 보이다 어울리다 나오다 챙기다 들다 나오다 고르다 고르다 자다 어울리다 내놓다 모으다 싶다 받다 풀다 부르다 듣다 쓰이다 찾다 담기다 주다 들다 느껴지다 싶다
3566,The Eminem Show,Eminem(에미넴),들이다 되어다 고르다 올리다 팔리다 되어다 오다 거두다 지다 올리다 얻다 가다 맡다 맡다 되어다 크다 받다
3567,I Want To See The Bright Lights Tonight,Richard & Linda Thompson(리차드 앤 린다 톰슨),지치다 받다 알다 두다 받다 오다 돌다 거치다 불다 맡다 오다 가까워지다 되어다 받다 받다 맞다 치러지다 가다 말다 저물다 사랑받다 그리다 얻다 찾다 되어다 들다 보여주다 담다 닿다 느껴지다 되어다 맡다 책임지다 닿다 받치다 오다 받다 높이다 흐르다 만들다 보여주다 지치다 얻다 싶다 들다 차다 느끼다
3568,Cool 4.5,쿨(COOL),나오다 부르다 부르다 집다 되어다 바꾸다 불다 차다 되어다 넘다 자다 어울리다 풀다 나가다 바꾸다 부르다 맡다 이루다 들다 알다 들다 들다
3569,Born This Way (International Standard Version),Lady GaGa(레이디 가가),받다 담기다 자다 추다 자다 벗어나다 크다 끼치다 뛰다 넘다 담기다 잇다 불리다 크다 늘다 이끌다 보여주다 싶다 넘다 일으키다
3570,D'Amore,Garth Knox,더불다 보여주다 내다 올라가다 녹슬다 가려지다 살리다 느껴지다
3571,"I Was, I Am, I Will",최고은,태어나다 돌아오다 쏟다 해내다 어리다 차다 달려오다 부르다 받다 실리다 기울이다 적다 늘다 돌아가다 그리다 내다 자다 어울리다 쉬다 웃다 섞이다 만들다 주다 듣다 들려주다 늘다 들려오다 울리다 듣다 들어오다 퍼지다 실리다 늘다 실리다 가다
3572,Karaindrou: Ulysses' Gaze,Kim Kashkashian(김 카쉬카쉬안),쉬다 들이다 찾다 떠나다 들이다 찾다 떠나다 어울리다 들다 퍼지다 어우러지다 쉬다 듣다 끌어당기다 남기다 비추다
3573,No Cities To Love,Sleater-Kinney(슬레이터-키니),돌아오다 걸리다 자다 빠지다 늦다 크다 찌르다 빠지다 오다 찾아내다 쏘다 숙이다
3574,Hotel Costes 11,Various Artists,싶다 늘다 되어다 얻다 울리다 받다 되어다 나오다 되어다 이끌다 가다 잇다 가지다 나오다 늘다 튀다 가라앉히다 적다 막히다 들리다 틀어놓다 빠지다
3575,"Let Go, Let In, It's A New Day",린(LYn),기다 돋보이다 듣다 빼놓다 집다 들어가다 만들다 주다 나오다 씻다 들다 부르다 자다 어울리다 싶다 밝다 가다 지치다 듣다 다가오다 드리다
3576,Music For Films,Eleni Karaindrou Ensemble(엘레니 카라인드로우 앙상블),불러일으키다 불리다 비키다 놓다 돼다 느끼다 파고들다 가로서다
3577,Technique,New Order(뉴 오더),오다 오다 오다 받다 되어다 담기다 거치다 오다 지니다 지니다 오다 가다 오다 크다 인정받다 다루다 비다 오다 느끼다 보여주다 식다 크다 가다 이끌다 이끌다 비다 비다 오다 이루다 되어다 비다 비다 벗어나다 비다 알리다 오다 이어지다 나오다 되어다 자다 나가다 비다 자다 크다 늘다 오다 오다 비다 지니다 빼다 선보이다 걸다 오다 느껴지다 지니다 오다 인정받다 이어지다 매다 매다 내다 꼽히다 오다 여겨지다 오다 띄다 스며들다 들다 되어다 오다 오다 담기다 놓치다 되어다 매다 나오다 오다 받다 비다 가다 꼽히다 남기다 오다
3578,Eternity And A Day,Eleni Karaindrou(엘레니 카라인드로우),나타내다 오다 자아내다 어우러지다 들다 잊다 남기다 깔다 만들다 내다
3579,이장혁 Vol.3,이장혁,돌아오다 내놓다 꺼내다 들다 고치다 쓰다 맡다 듣다 늘다 다가오다 섞다 흥얼거리다 맴돌다 나오다 놓치다 들다 권하다 만들어지다 모르다
3580,유실물 보관소,에피톤 프로젝트(Epitone Project),버리다 해주다 들다 주다 보이다 다지다 적히다 잃어버리다 살아가다 잃다 해주다 부르다 어우러지다 어루만지다 주다 버리다 들다 듣다 가다 고르다 가리다 해보다 뽑다 뽑다 키우다 되어다 되어다 들려오다 만들다 주다 떠올리다 헤어지다 다루다 잃어버리다 어루만지다 주다
3581,Selected Recordings,Arild Andersen(아릴 안데르센),자다 살리다 돋보이다 나서다 실리다 되어다 들다 오다 빌다 가다
3582,"꽃, 다시 첫번째",박지윤,깨어나다 기다 돌아오다 되어다 되어다 기다 돌아오다 돋보이다 싶다 들이다 돋보이다 녹다 들다 움직이다 묻다 나오다 만들다 부각시키다 듣다 되어다 자다 어울리다 돌아오다 돼다 밝다 돌아오다 맞다 나오다 맞추다 자다 돌아오다 돼다 실리다 돋보이다 되어다 돋보이다 어울리다 들어주다 이어지다 찍다 내려오다 기다 깨다 돌아오다 들이다 느끼다 허다 싶다 듣다 젖다 들다 해드리다
3583,Nebraska,Bruce Springsteen(브루스 스프링스틴),담기다 만나다 늘다 불리다 태어나다 기다 누리다 늘다 싶다 보여주다 돌리다 죽이다 벌어지다 대다 만들다 들려주다 꼬집다 살아가다 살다 들다 팔다 나가다 되어다 되어다 거두다 되어다 늘다 젖다 살다 걸어가다 들려주다
3584,Janácek: A Recollection,Andras Schiff(안드라스 쉬프),자다 알려지다 기울이다 느껴지다 자다 가져가다 드러내다 알려지다 지나다 보여주다
3585,The Slow Tape,리코(Rico),담다 불리다 선보이다 차이다 이루어지다 이끌다 끊어지다 두다 앞세우다 해오다 맺다 감싸다 나오다 싶다 만들다 갇히다 만들다 지나다
3586,Secret Love - The Best Of Doris Day,Doris Day(도리스 데이),빛나다 받다 배우다 보이다 부르다 차다 들다 거들다 부르다 알다 자다 부르다 들다 가다 부르다 찾아보다 찾다 불다 곁들이다 들다 들다 울리다 젖다 흐르다 흘러가다 주다 자다 되어다 만들다 부르다 느껴지다 가다 들다 밝다 주다 바르다 묻다 찾아보다 부르다 자다 어울리다 부르다 싶다 놓치다 들다 돌아가다 만들다 느끼다 알다 나오다 듣다 싶다 빠지다 싶다 들다 부르다 넘어가다
3587,Selected Recordings,Jon Christensen(존 크리스텐센),세다 세다 되어다 실리다 앞서다 실리다 되어다 세다 되어다
3588,순간을 믿어요,언니네 이발관,믿다 내다 어울리다 알다 싶다 믿다 해보다 갈리다 거들다 뜨다 베다 해보다 다가오다 기울이다 보이다 앞두다 되어다 겪다 돌이키다 끝나다 나다 믿다 주다 빼다 몰아치다 불다 아끼다 느끼다 놓다 앞두다 만들다 겪다 사라지다 도드라지다 앓다 믿다 집다 들다 꺼리다 접다 펼치다 다니다 되어다 들다 되어다 가다 살아나다 버티다 되어다 지켜보다 오다 만들다 내다 갖다 켜다 보여주다 해주다 싶다 사다 믿다 싶다
3589,Selected Recordings,Eberhard Weber(에버하르트 베버),넘다 크다 보이다 되어다 메다 늘다 빌다 담기다 빼놓다 말다
3590,Gemini,윤미래,가지다 들다 해보다 떠오르다 달라지다 쉬다 되어다 버리다 뜨다 떠밀다 싶다 늘다 가지다 깔다 들다 들어주다 바르다 들다 보이다 들다 가다 주다 세다 놓치다 서다 돋다 자르다 듣다 쉬다 달리다 해주다 놓치다 서다 담기다 보내다 쥐다 크다 괴롭히다 오다 오다 살다 들려주다 보이다 품다 차다 자다 던지다 묻다 싶다 해보다 가다 듣다 싶다 담기다 바라다
3591,Time,비스트(Beast),되어다 띄우다 곁들이다 지니다 듣다 들다 모르다 들다 박히다 듣다 따르다 부르다 생기다 맞다 지르다 맞추다 질리다 질린다
3592,The Queen Is Dead [2011 Remastered ver.],The Smiths(스미스),비다 크다 불리다 보여주다 차다 사라지다 인정받다 자다 오다 적다 지니다 오다 남기다 바뀌다 늘다 받다 자다 녹아내리다 지니다 자다 흐르다 머무르다 매다 고르다 오다 사로자다 보여주다 오다 늘다 읽다 자다 스미다 보여주다 지니다 자다
3593,Have A Nice Dream,럼블 피쉬(Rumble Fish),불다 불다 살다 차다 크다 받다 나오다 집다 싶다 차다 돌아가다 웃다 해주다 내다 울리다 들다 웃다 차다 좋아지다 듣다 돋다 주다 해주다 잊어버리다 걸어가다 늘다 되어다 주다 들다 웃다 늘다 맞추다 들썩이다 돼다 털다 버리다 날다 버리다 띄우다 듣다 좋아지다 웃다 듣다
3594,Flashpoint,루디스텔로(LudiSTELO),풀다 쥐다 지나다 가다 받다 돼다 지나다 내다 들어가다 흔들리다 갈다 걸다 나가다 나오다 들리다 빗나가다 잡다 이루다 내다 뭉치다 알다 따다 가지다
3595,쎄시봉 OST,Various Artists,오다 녹다 불다 나오다 나오다 부르다 빠지다 버리다 나오다 녹다 내리다 나오다 부르다 끝나다 듣다 싶다 끝나다 끝나다 찾다 듣다 되어다 부르다 되어다 나오다 들다 부르다 되어다 어우러지다 빠지다 차다 불다 되어다 울리다 느끼다 들다 자다 모르다 들다 들다 모르다 빠지다 버리다 더불다 들다 기르다 울리다 보내다
3596,MOVEMENTS,솔루션스(THE SOLUTIONS),사로자다 찾아오다 들다 다가오다 듣다 되어다 버리다 지나치다 쉬다 맞다 되어다 섞이다 찾아보다 보내다 듣다 쓰다 빠지다
3597,Oracular Spectacular,MGMT(엠지엠티),받다 이어지다 섞이다 올리다 이끌다 쓰이다 늘다 갈아입다 나가다 담기다 늘다 부각시키다 놀다 베다 서다 배다 만들다 가다 떠오르다 짓다 내리다 흐르다 받다 흐르다 알려지다 이어지다 달아오르다 움직이다 알리다 가다 모르다 들다 넘실대다 떠올리다 밟다 베다 찌들다 만들다 흔들다 적다 기르다 접다 들다 나오다 보여주다 울리다 쉬다 놀다 끼다 즐기다 떠올리다 들다 오다 이어지다 나타나다 달다 흘러가다 만들다 읽히다 받다 사랑받다 잡다 사그라지다 꺼지다
3598,"This Place, Meaning, You",이지연(Lee Ji Yeun),느끼다 추다 오다 서다 나아가다 만들어지다 지키다 만들다 가다 커지다 크다 그리다 오다 가다듬다 줍다 비다 줄다 서리다 돋보이다 느끼다
3599,Long Way Down (Deluxe),Tom Odell(톰 오델),알다 들다 떠오르다 흔들리다 떼다 놓다 듣다 갖다 버리다 떠오르다 섞이다 떠오르다 메다 사다 받다 나타나다 받다 끄다 밝다 숨다 지르다 흔들리다 들다 들다
3600,Game (6집 + Best),박진영,들다 들다 들려오다 들이다 빠지다 늘다 나다 끌다 들다 나오다 돋보이다 들썩이다 이어지다 기다 기울이다 차다 끌리다 싶다 전해지다 끄다 들다 듣다 싶다 듣다 싶다 지나가다 들다 들다 살다 싶다
3601,Bluelove,씨엔블루(CNBLUE),가지다 부르다 나오다 자다 허다 어우르다 흔들다 터뜨리다 사랑받다 되어다 느끼다 자다 늘다 해주다 숨기다 오다 자다 어우르다 대다 느끼다 느끼다 자다 싶다 치다 치다 보여주다 주다 보여주다
3602,Bach: Goldberg Variations BWV 988,Andras Schiff(안드라스 쉬프),드러나다 나오다 떠올리다 사랑받다 밟다 밝다 다가오다 듣다 따르다 드러나다 지다 나오다 느껴지다 미루다
3603,Selected Recordings,Bobo Stenson,가지다 받다 고르다 되어다 늘다 오다 실리다 보내다 세다 갖추다 담기다
3604,에고펑션에러 (Ego Function Error),에고펑션에러(Ego Function Error),자다 모르다 넘다 벌이다 모르다 그리다 지나가다 참다 오다 해주다 뒤틀리다 뒤틀리다 품다 찾다 떠나다 주다 적다 틀어놓다 놓다 찾다
3605,Dreamtalk,3호선 버터플라이(3rd Line Butterfly),늘다 크다 가보다 헤어지다 들다 손대다 돌아보다 가지다 가다 지니다 크다 만들다
3606,이별이 남기는 12가지 눈물,애즈원,듣다 걷다 자다 떠나다 흐르다 믿다 지다 흐르다 잊다 맞다 만나다 이기다 담기다 불리다 깨다 크다 해드리다 싶다 숨기다 잊다 어우러지다 자다 되어다 가다 잊다 만나다 잊다 되어다 오다 어우러지다 들려주다 돋보이다 꺼내다 끙끙대다 내다 남기다 주다 묻다 흐르다 잊다 나르다 숨기다 오다 닿다 깨닫다 돌아오다 담다 보여주다
3607,Theatrics,Puzzle Muteson(퍼즐 무트슨),닮다 쌓이다 얼다 뻗다 덮다 바라보다 되어다 내리다 쉬다 떠올리다 자라다 나오다 모르다 만들다 내다 주다 느끼다 품다 선보이다 떨리다 알아보다 늘다 뛰어들다 벗어나다 갖추다 늘다 떠다니다 가지다 알리다 뭉치다 알리다 던지다 드러내다 보듬다 떨리다 데려가다 밀다 채다 오다 빛나다 떠다니다
3608,Yankee Hotel Foxtrot,Wilco(윌코),엉클다 늘다 되어다 차이다 지니다 추다 보여주다 떠올리다 엉클다 가지다 받다 더불다 되어다 끝내다 사다 찾다 되어다 가다 가다 풍기다 보여주다 오다 오다 묻다 오다 늘다 되어다 오다 오다 이어지다 엉클다 모르다 들이다 다시다 돌아가다 남다
3609,Tres Hombres,ZZ Top(지지 탑),크다 빌리다 빌리다 되어다 거치다 나오다 알려지다 나오다 되어다 아우르다 보이다 나오다 크다 서다 크다 얻다 손꼽다 이루다 만들다 받다 이끌다 내다 보여주다 끼치다 오다 서리다 오다 늘다 늘다 찾다 되어다 늘다 돋보이다 나오다
3610,Freewill Of My Heart,이현우,헤어지다 들다 헤어지다 들다 들다 손꼽다 찾아보다 뽑히다 자다 어우러지다 되어다 불러일으키다 해주다 비다 들다 헤어지다 헤어지다 헤어지다 빌다 헤어지다 떠올리다 만들다 들다 들다 꺼내다 들다 빠지다 해드리다 해주다 되어다 들다 드리다
3611,Feel gHood Muzik - The 8th Wonder,드렁큰 타이거(Drunken Tiger),버리다 만들다 내다 모르다 들다 해보다 바라다 돋보이다 주다 오다 늘다 지나가다 비키다 들어맞다 따르다 싶다 노리다 간지나다 간지나다 쓰다 되어다 꽂히다 겪다 넘다 들다 뿌리다 나오다 기다리다 들어맞다 바라다
3612,Thirteen,Harem Scarem(하렘 스카렘),메다 어리다 끌다 인정받다 굳히다 나오다 앞세우다 깔다 잊다 내놓다 들다 보여주다 빨아들이다 채우다 나타나다 메다
3613,In Praise Of Dreams,Jan Garbarek(얀 가바렉),이끌다 크다 거두다
3614,우정모텔,구남과여라이딩스텔라,찾아보다 채우다 모르다 감다 찰랑거리다 모르다 여유롭다 아우르다 만들다 내다 굴러가다 보이다 때리다 듣다 주다 나오다 올라서다
3615,Nein Songs (나인 송스),프렌지(Frenzy),즐기다 가지다 들어오다 자다 쪼개다 두다 넘실대다 만들다 되어다 치다 만들다 내다 쉬다 떨어지다 늘다 물어보다 내미다 써다 부르다
3616,"그래, 아무것도 하지 말자",얄개들(The Freaks),말다 마치다 말다 자다 만들어지다 마주치다 갖추다 열다 열다 남다 두르다 다루다 나오다 녹다 들다 쓰이다 해보다 말다
3617,소요 (逍遙),시와(Siwa),해주다 선보이다 머무르다 이어지다 흐르다 늘다 서두르다 걷다 여기다 느껴지다 보이다 추다 만나다 읊조리다 느껴지다 늘다 머무르다 이어지다 나누다 내리다 주다
3618,Selected Recordings,Terje Rypdal,보여주다 받다 보여주다 고르다 빌다 떠오르다 들려주다 넘다 되어다 익숙해지다
3619,こんにちは､はじまり｡ (안녕 시작 / Konnichiwa Hajimari),Kukikodan(공기공단/空氣公團),건네다 들다 들리다 받다 어울리다 맞다 가지다 들이다 잊다 되어다 지치다 보내다 들다 오다 되어다 쓰다 되어다 바뀌다 해오다 들어가다 쓰다 비다 적다 들다 듣다 익다 생각나다 채우다 쓸다 잃어버리다 쓰다 싶다 채우다 들리다 듣다 싶다 듣다 끝나다
3620,Touchstone For Manu,Manu Katché,선보이다 거두다 이끌다 알다
3621,Delete [재발매],문차일드(Moon Child),부르다 모르다 외치다 누르다 끌다 받다 늘다 외다 받다 지나치다 사로자다 울리다 퍼지다 주다 찾다 가다 가다 불다 오글거리다 어리다 크다 갖추다 들다 나오다 돋보이다 해주다 묻히다
3622,Live At Birdland,Lee Konitz(리 코니츠),머무르다 가로지르다 인정받다 메다 서다 자다 알려지다 되어다 뛰어넘다 느끼다
3623,Morning Phase,BECK(벡),눈물나다 떠오르다 가다 돼다 흐르다 지다 돼다 돼다 보여주다 내놓다 붙이다 듣다 끄다 이어지다 흘러가다 들다
3624,Shades Of Jade,Marc Johnson(마르크 존슨),빛나다 빌다 비다 빌다 떠나다 받다 빌다 주다 빛나다
3625,1,404(사공사),펼쳐지다 쉬다 떠올리다 찾아보다 크다 담기다 읽다 드러내다 가다 내다 쌓다 쓰다 들리다 지다 들리다 빠지다 크다 적다
3626,격동하는 현재사,정차식,놀다 베풀다 키우다 들다 보이다 보이다 떨어지다 보이다 담기다 믿다 믿다 거치다 담다 감추다 얼버무리다 펼치다 적다 헤집다 드러내다 가지다 되어다
3627,씨 없는 수박,씨 없는 수박 김대중,끄다 지다 돼다 지다 째다 끌리다 먹다 싶다 던지다 짓다 늘어놓다 잡다 얻다 살리다 내다 짓다 찾아보다 쉬다 만들다
3628,Sextet,Carla Bley(칼라 블레이),선보이다 이끌다 오다 해오다 도와주다 해오다 불다 이루다 선보이다 느끼다 늘다 받다
3629,김간지x하헌진,김간지x하헌진,허다 들먹이다 달라지다 따르다 만들다 내다 선보이다 만들다 이끌다 가다
3630,Murder's High,눈뜨고 코베인,눈뜨다 눈뜨다 눈뜨다 찾다 떼다 눈뜨다 찾아보다 펼쳐지다 달라붙다 춤추다 잡다 나아가다 눈뜨다 되어다
3631,나 아니면 너,쾅프로그램(Kuang Program),늘다 거치다 만들다 내다 펼쳐지다 맞다 떨어지다 들어가다 펼쳐지다 펴다 모르다 느껴지다 그리다 만들다 내다 모르다 이어지다
3632,Selected Recordings,Art Ensemble Of Chicago(아트 앙상블 오브 시카고),보여주다 갇히다 거치다 추다 놓다 실리다 실리다 오다 넘다 떠나다
3633,곱고 맑은 영혼,김일두,다루다 뽑다 만나다 모르다 삼키다 말다 바라보다 건드리다 채우다 되어다 주다 담기다 뭐라다 부르다
3634,탐정명 나그네의 기록,어어부 프로젝트(Uhuhboo Project),부르다 부르다 엿보다 먹다 나다 찾다 잃다 찾다 잃다 찾다 잃다 찾다 잃다 쉬다 쉬다 들다 던지다 대다 가다 지다 말다 자다 갈다 말다 들다 기르다 돌이키다 모르다
3635,Selected Recordings,Bill Frisell(빌 프리셀),빌다 빌다 빌다 비다 늦다 남다 오가다 닮다 들려주다 다가가다 보여주다 나오다 실리다 들다
3636,동물,단편선과 선원들(Danpyunsun And The Sailors),만들다 끌다 들이다 느껴지다 들다 들다 가다 읽다 권하다 싶다 만들다 읽다 만들다 가지다 울부짖다 지다 흘러가다 내다 내다 만들다 듣다 만들다 내다 만들다 내다 가지다 새다 만들다 지니다 만들다
3637,2014 양희은,양희은,실리다 부르다 가다 대다 담기다 이루어지다 담다 내다 달다 담다 늘다 들어오다 기르다 겪다 담다 내다 트이다 막히다 만나다 켜다 입다 담기다 느끼다 헤어지다 가다 나르다 들다 들다 보이다 어우러지다
3638,Selected Recordings,Gary Burton(게리 버튼),올라서다 되어다 남기다 지나다 실리다 가다 이어지다 들다 실리다 놓치다
3639,Wolfgang Amadeus Phoenix,Phoenix(피닉스),들다 갖다 꿈꾸다 자르다 알다 알다 오다 담다 찾아보다 드리다 넓히다 만들다 흘리다 크다 얻다 오다 늘다 해내다 묻다 나다 들려주다 늘다 걷다 넘다 고르다 올리다 몰다 쥐다 매다 올리다 들다
3640,Selected Recordings,Chick Corea(칙 코리아),보여주다 보여주다 넘다 보여주다 남다 실리다 오다 실리다 가지다 들다
3641,Boz Scaggs [US Release],Boz Scaggs(보즈 스캑스),숨다 가다 맡다 가다 얻다 부르다 붙이다 만들다 쓸다 붙이다 들이다 서다 얻다 크다 쌓다 가다 오다 뽑다 얻다 크다 틀다 맡다 손꼽다
3642,TALKING IS HARD,Walk The Moon(워크 더 문),크다 잃다 크다 늘다 부각시키다 오다 늘다 크다 아우르다 기대다 쫓다 드러내다 오다 오다 늘다 고르다 도르다
3643,위험한 세계,윤영배,거치다 받다 담다 만들다 모르다 남기다 애쓰다 보여주다 들어서다 살다 묻다 두다 싶다 떠나다 들다
3644,Selected Recordings,Jack DeJohnette(잭 드조넷),잦다 즐기다 되어다 써다 내려오다 품다 펼치다 실리다 담기다 오다
3645,Slow Diving Table,소규모 아카시아 밴드,만들다 띄다 만들다 어우러지다 담기다 맡다 알다 그리다 들리다 깔다 찾다 해오다 담기다 실리다 다녀오다 만들다 맞다 되어다 넘다
3646,한 다발의 시선,김목인,선보이다 되어다 담다 그려지다 읽다 들다 드러내다 여기다 쉬다 지나치다 던지다 바라보다 담기다 채우다 곱씹다 따라가다
3647,Rarum I / Selected Recordings,Keith Jarrett(키스 자렛),되어다 놓다 고르다 담다 되어다
3648,보물섬,9와 숫자들,오다 오다 오다 치르다 오다 자다 해내다 갇히다 보여주다 아우르다 느끼다 느끼다 느끼다 오다 보여주다 사로자다 끝나다 버리다 부르다 닮다 들다 찍다 따라가다 듣다 오다 들이다 돼다 떠나다 싶다
3649,PTSM,TFO,적다 크다 거치다 느끼다 열리다 즐기다 만들다 느끼다 맞닿다 챙기다 자다 되어다 들다
3650,Riddim Of Revolt,스카웨이커스(Ska Wakers),끌어안다 내다 느껴지다 가져다주다 담기다 거치다 들다 채우다 막히다 느끼다 그치다 드러내다 거치다 기다 해오다 크다 선보이다 남기다 흥이나다 느끼다 찾다 다가오다 믿다
3651,일랍,일랍(Illap),감다 지나다 커지다 되어다 느껴지다 날다 싶다 듣다 다가오다 자다 이루다 만들다 내다
3652,Selected Recordings,Egberto Gismonti(지스몬티),크다 알다 지다 넓히다 울리다 넘어서다 떠오르다 실리다 늘다 되어다
3653,Attack Of The Grey Lantern,Mansun(맨선),떠오르다 떠오르다 던지다 떨치다 나다 떠오르다 쓰다 해오다 버리다 보이다 해주다 누리다 만들다 들다 알다 보이다 넣다 쉬다 듣다 만들다 쉬다 흐르다 끊기다 이어지다 느끼다 느껴지다 들다 나뉘다 싶다 내다 들다 빠지다 싶다 이기다
3654,Haute Couture,Glen Check,기다리다 되어다 듣다 들이다 알려지다 믿다 해보다 들이다 받다 어리다 오가다 가다 만들다 이루어지다 나타내다 기다리다 듣다
3655,Last Fantasy,아이유(IU),늘다 차다 나다 받다 차다 들다 들다 차다 들다 늘다 자다 어울리다 받다 인정받다 받다 풍기다 허다 돋보이다 잡아끌다 차다 자다 어울리다 풍기다 하고프다 나오다 만들다 만들다 허다 차다 들다 싶다 드리다 담다 돋보이다 밝다 차다 받치다
3656,Licensed To Ill,Beastie Boys(비스티 보이즈),앞서다 늘다 바뀌다 얻다 내다 깨다 늘다 선보이다 가지다 담다 일으키다 비꼬다 그리다 넣다 담기다 안기다 주다 지르다 거치다 세우다 내다 되어다 일구다 내다 앞서다 어우러지다 사랑받다 손꼽다
3657,Truckload,Krister Jonsson Deluxe(크리스터 욘손 딜럭스),닮다 많아지다 태어나다 살아오다 만들다 자다 배다 대다 알려지다 이루어지다 느껴지다 바뀌다 만들다 지다
3658,Selected Recordings,Dave Holland(데이브 홀랜드),살다 살다 보여주다 놓다 만들다 내놓다 되어다
3659,Paper Spectrum,루드 페이퍼(Rude Paper),쉬다 써다 붙이다 늘다 만나다 되어다 보여주다 만들다 만들다 내다 만들다 만들다 만들다 선보이다
3660,모히칸과 맨발,제이통(J-Tong),실리다 느끼다 베다 만들다 내다 거치다 세다 가지다 살리다 내다 드러나다 나오다 느껴지다 살리다 되어다 가지다 적다 가지다 자다 맞다 떨어지다
3661,Selected Recordings,Pat Metheny(팻 매스니),따르다 다니다 갖추다 지니다 떠나다 거치다 넘다 들다
