,album titles,artists,cleaned_sentences
1222,Humanoid / Hypnotica,마이노스(MINOS) & 뉴올(Nuol),
1223,Who Built The Moon?,Noel Gallagher's High Flying Birds(노엘 갤러거스 하이 플라잉 버즈),한때 이미 아직도 특히 없이 언제나 간간히 특히 자연스레 아마도 특히 많이 어쩌나 아직 언제나
1224,Just The Beginning,Grace VanderWaal(그레이스 밴더월),반짝반짝 많이 특히 특히 반짝반짝
1225,Bonafide,Jon B.(존 비),
1226,Song Book - Play With Him,윤상,없이 우연히 없이 없이 없이
1227,Do You Wanna Ride,Adina Howard(아디나 하워드),없이
1228,Kaskade Christmas,Kaskade(캐스케이드),아무리
1229,Anthropocene,Peter Oren,언제나
1230,Red Pill Blues [Deluxe Edition],Maroon 5(마룬 파이브),특히 특히 없이 진실로
1231,From The Bottom Up,Brownstone(브라운스톤),그만큼 특히
1232,My Life,Mary J. Blige(메리 제이 블라이즈),
1233,Crazysexycool,TLC(티엘씨),한때 그걸
1234,The Darkwave Disco,블랙언더그라운드(The Black Underground),오래 한껏 이를테면
1235,Issa Album,21 Savage(21 새비지),대놓고 많이
1236,Straight Life,송하철,없이 그야말로 오랜
1237,Beautiful Trauma,P!nk(핑크),그야말로 그야말로
1238,The Whistleblowers,David Linx & Paolo Fresu(파올로 브레수) & Diederik Wissels,이미
1239,Rhythm Of Love,Anita Baker(아니타 베이커),
1240,Changing Faces,Changing Faces(체인징 페이시즈),특히
1241,Body And Shadow,Brian Blade(브라이언 블레이드) & The Fellowship Band,
1242,은하수,정밀아,
1243,37B,러브엑스테레오(Love X Stereo),
1244,Greatest Hits: God's Favorite Band,Green Day(그린 데이),이미 아직 촘촘히 없이
1245,Poppy.Computer,Poppy(파피),
1246,II,Boyz II Men(보이즈 투 맨),갈아
1247,I Ain't Movin',Des'ree(데지레),
1248,Seal,Seal(실),
1249,재건축,VIANN x KHUNDI PANDA,한껏 특히 없이
1250,"Heart, Mind & Soul",El DeBarge(엘 드바지),
1251,KARMA,jeebanoff (지바노프),
1252,THE CODE,몬스타엑스(Monsta X),많이 특히
1253,Birds And The Bee9,Sampa The Great(삼파더그레이트),언제나 특히
1254,All-4-One,All-4-One(올 포 원),
1255,Reservoir,Gordi,그건 그만큼 많이 오랜
1256,Pronounced Jah-Nay,Zhane(자네이),오래
1257,이소라 7집,이소라,특히
1258,Diary Of A Mad Band,Jodeci(조데시),그건 언제나 똑같이
1259,Standards (Deluxe),Seal(실),없이 가만히 적어도 오랫동안 오랜 없이 아마도 없이 아마도 오랜 그걸
1260,R A I N B O W,도넛맨(Donutman),
1261,12 Play,R. Kelly(알 켈리),많이
1262,ATTUNE,Lenka(렌카),특히
1263,I'm Ready,Tevin Campbell(테빈 캠벨),너무나도
1264,"모든 삶은, 작고 크다",루시드폴,
1265,Hummin' Comin' At 'Cha,Xscape(엑스케이프),
1266,Everyday is Christmas (Deluxe Edition),Sia(시아),조금씩 매해 아낌없이 매해
1267,Music For Tourists,Chris Garneau(크리스 가르노),차츰 유난히 특히 특히 아직 그걸
1268,janet.,Janet Jackson(자넷 잭슨),
1269,Morning After,dvsn,
1270,Passion,Regina Belle(레지나 벨),
1271,Neo Wax Bloom,Iglooghost(이글루고스트),지극히 없이
1272,If I Ever Fall In Love,Shai(샤이),
1273,Lose Control,Silk(실크),아낌없이
1274,Training Zombie,뉴챔프,드디어 정말로 없이 특히 없이 특히
1275,Jade To The Max,Jade(제이드),
1276,보디가드 (The Bodyguard),Various Artists,
1277,It's About Time,SWV,
1278,Love Deluxe,Sade(샤데이),
1279,What's The 411?,Mary J. Blige(메리 제이 블라이즈),
1280,Colors,BECK(벡),
1281,Boomerang,Original Sound Track,
1282,Higher,Albert Posis,특히
1283,Funky Divas,En Vogue(엔보그),자연스레
1284,HISTORY,센티멘탈 시너리(Sentimental Scenery),많이 그만큼 그만큼
1285,Dangerous,Michael Jackson(마이클 잭슨),
1286,Real Love,Lisa Stansfield(리사 스탠스필드),특히 조금씩
1287,Full Album RED PLANET,볼빨간사춘기,많이 많이
1288,Raised Under Grey Skies [Deluxe Edition],JP Cooper(제이피 쿠퍼),많이 되게 없이
1289,Palette,아이유(IU),아직 없이
1290,TREADMILL,그랜케일(Grancale),특히 한동안
1291,/// (너 먹구름 비),헤이즈(Heize),
1292,PSY 8th 4X2=8,싸이 (PSY),특히 자연스레
1293,Light Upon the Lake,Whitney,
1294,사춘기 하 (思春記 下),AKMU (악동뮤지션),오랜 오랜 오랜 오랜
1295,MASSEDUCTION,St. Vincent(세인트 빈센트),없이
1296,MADE,BIGBANG,
1297,Diamonds And Pearls,BIGBANG,
1298,La La Land (Original Motion Picture Soundtrack),Various Artists,
1299,Rainbow,Kesha(케샤),
1300,Carry Fire,Robert Plant(로버트 플랜트),
1301,Private Line,Gerald Levert(제랄드 레버트),이미 많이
1302,Ritual Of Love,Karyn White(캐린 화이트),
1303,C.M.B.,Color Me Badd(컬러 미 배드),똑같이 특히
1304,My Voice - The 1st Album,태연 (TAEYEON),그만큼
1305,Does This Look Infected?,Sum 41,많이 특히 특히 많이
1306,4eva Is A Mighty Long Time,Big K.R.I.T.(빅 크릿),특히
1307,Stranger In The Alps,Phoebe Bridgers(피비 브리저스),없이 오래 오랜 드디어
1308,About Time,Sabrina Claudio(사브리나 클라우디오),이미
1309,You Make It Feel Like Christmas,Gwen Stefani(그웬 스테파니),한동안 아무래도 따로 많이 너무도 너무도
1310,Max & Match,이달의 소녀 오드아이써클,특히
1311,Younger Now,Miley Cyrus(마일리 사이러스),조금씩 특히 한껏
1312,Hidden Valley,랄라스윗(lalasweet),
1313,Offering,Cults(컬츠),한껏
1314,Ogilala,William Patrick Corgan,
1315,Scene,Rad Museum,그만큼 특히
1316,A Boy Becomes A Man,박정민,없이 없이
1317,For You a Thousand Times,Silje Nergaard(실예 네가드),
1318,"Nat ""King"" Cole & Me [Deluxe Edition]",Gregory Porter(그레고리 포터),너무나 특히 그야말로
1319,Lovers,Anna Of The North(안나 오브 더 노스),그야말로 그야말로 너무도 의외로
1320,Circular Dilemma,신명섭 그룹 (Myungsup Shin Group),언제나 언제나 이미
1321,Noel [Deluxe Edition],Josh Groban(조쉬 그로반),매해 오랫동안 오랫동안 없이
1322,A Kiss At The End Of Rainbow,모던쥬스(Modern Juice),왠지
1323,Vse Je V Redu Z Mojo Duso,Patetico,
1324,Flicker (Deluxe),Niall Horan(나일 호란),특히 없이 드디어
1325,Concrete and Gold,Foo Fighters(푸 파이터스),오랜 오랜 언제나 특히 한껏
1326,Puberty 2,Mitski,
1327,Unforgettable: With Love,Natalie Cole(나탈리 콜),의외로
1328,"Music From The Movie ""Jungle Fever""",Stevie Wonder(스티비 원더),
1329,Meaning Of Life,Kelly Clarkson(켈리 클락슨),아낌없이
1330,Make Time For Love,Keith Washington(키스 워싱턴),천천히 아직도
1331,d'motional,D.no,많이 많이 많이 이미 아직 특히 아직
1332,A Dream Fulfilled,Will Downing(윌 다우닝),오랫동안 아마도
1333,Lalah Hathaway,Lalah Hathaway(레일라 해서웨이),랄라 랄라 랄라 랄라 랄라
1334,감성 EP,산체스(Sanchez),
1335,Mix & Match,이달의 소녀 오드아이써클,오랜
1336,Luciferian Towers,Godspeed You! Black Emperor(갓스피드 유! 블랙 엠퍼러),
1337,Into Ashes,김재하,그야말로 언제나
1338,Recrowned,어비스(Abyss),특히
1339,Laila’s Wisdom,Rapsody(랩소디),이미 그야말로
1340,The Aviary,Galantis(갈란티스),자연스레 조금씩 없이
1341,녹색광선,위아더나잇(We Are The Night),기꺼이 많이 없이 없이 특히
1342,Thekamau-Cassette: Urth Gold,KAMAUU(카마우),특히
1343,Broken Machine (Deluxe),Nothing But Thieves(나씽 벗 띠브즈),특히 아마도 특히 한껏 이미
1344,The blind star,비와이(BewhY),이미 특히
1345,Piano Solo,Thelonious Monk(델러니어스 몽크),없이 아무래도
1346,Kaputt,Destroyer(디스트로이어),언제나
1347,Someone To Watch Over Me,Ella Fitzgerald(엘라 피츠제랄드) & London Symphony Orchestra(런던 심포니 오케스트라),없이
1348,시간이 지나도,홍이삭,풍덩
1349,Falling into the Abyss,신현필,그야말로 없이
1350,Blossom,허민,자연스레 특히
1351,Lost,Los Trio (로스 트리오),특히 오랫동안
1352,The Best Of... So Far (Deluxe),The Kooks(더 쿡스),오래도록 이미
1353,The Best,Dimitri Vegas & Like Mike(디미트리 베가스 & 라이크 마이크),엄청 아무래도 많이
1354,Fifth Harmony,Fifth Harmony(피프스 하모니),
1355,Yes? No?,수지(SUZY),꽉꽉 없이 이미
1356,1X1=1(TO BE ONE),Wanna One(워너원),많이 특히 깊숙이 남김없이 간질간질
1357,Lamentations,Moses Sumney(모세 섬니),그건 아마도 천천히 한없이
1358,Only When We're Naked,Zak Abel,없이 곧이어 없이 다각도로
1359,Isn’t It Strange?,Lauren Aquilina(로렌 아킬리나),특히
1360,Wonderful Wonderful (Deluxe),The Killers(더 킬러스),아마도 특히 많이 오래 오랜
1361,Desire,Hurts(허츠),많이 많이
1362,"22, A Million",Bon Iver(본 이베어),왠지 오래 오래 그야말로
1363,As You Were [Deluxe Edition],Liam Gallagher(리암 갤러거),
1364,She Moves On,나윤선,오래 언제나 기꺼이 없이 가만히 한없이 없이
1365,Waiting For My Rocket To Come,Jason Mraz(제이슨 므라즈),그만 이미 많이 많이
1366,XSCAPE,Michael Jackson(마이클 잭슨),없이
1367,911,한요한,갸우뚱 특히
1368,제24회 극동방송 전국복음성가 경연대회 - 가스펠싱어,극동방송 가스펠싱어,아마도
1369,Freedom Child,The Script(스크립트),없이
1370,Aventine [Deluxe Version],Agnes Obel(아그네스 오벨),언제나 많이 끝없이
1371,Overpaint,Kisnue(키스누),그야말로
1372,CANVAS,준호 (2PM),
1373,Dimensions,Makoto Ozone The Trio,이미 특히
1374,Keep The Beauty Of Time Flow,김강리,많이 그야말로 아무리 언제나
1375,Warp Drive,제희 퀸텟(JéHee Quintet),
1376,Junk Drunk Love,LEGIT GOONS (리짓군즈),이를테면 없이
1377,"All We Know Of Heaven, All We Need Of Hell",PVRIS,이미 차츰
1378,A Deeper Understanding,The War On Drugs,그만큼 속속
1379,ANAE-731,APNEA(애프니어),특히
1380,FADE AWAY,JIDA(지다),
1381,Tribe,Chase & Status(체이스 & 스테이터스),특히
1382,The Glen Check Experience EP,Glen Check,
1383,SHURAI EP,IMLAY,
1384,To The Bone,Steven Wilson(스티븐 윌슨),특히
1385,Painted Ruins,Grizzly Bear(그리즐리 베어),언제나 오래
1386,별바다,지니어스(Genius),특히
1387,The Eclectic Vince Guaraldi,Vince Guaraldi(빈스 과랄디),특히
1388,RANDOM,이진아,어디서
1389,Bonito Generation,Kero Kero Bonito,
1390,Bandwagonesque,Benjamin Gibbard,
1391,Mura Masa,Mura Masa(무라 마사),이미 이미 그토록 조금씩
1392,Everything Now,Arcade Fire(아케이드 파이어),틀림없이 많이 틀림없이 적어도
1393,Soft Sounds From Another Planet,Japanese Breakfast(재패니즈 브렉퍼스트),갸우뚱 특히
1394,RED,칵스(THE KOXX),틀림없이 언제나 괜히 아무튼
1395,아무것도 아닌 사람,파라솔,그야말로 의외로
1396,Flower Boy,"Tyler, The Creator(타일러, 더 크리에이터)",
1397,4:44,JAY-Z(제이지),이미 지극히 한동안 특히 그야말로
1398,SOUR,Chaboom(차붐),이른바 건들 특히 드디어
1399,Blue Bossa,Massimo Farao' Afro Cuban Piano Quartet,이미 이미
1400,Music Vol. 1,Herb Alpert(허브 알퍼트),특히
1401,Good Fight,LEVI,
1402,Phase 1 The Beginning EP,Locked On,없이 특히
1403,The Passion Of Charlie Parker,Various Artists,아마도
1404,And so it goes,전제덕,되게 특히
1405,"Straight, No Chaser","황호규(Hogyu ""Stiger"" Hwang)",드디어 이미 그만큼
1406,"When the People Move, the Music Moves Too",Meklit(메크릿),그야말로
1407,Beautiful Thugger Girls,Young Thug,없이 이미 그만큼 특히 그야말로
1408,Adventure,Jaedal (재달),특히
1409,Elbow,서사무엘(Samuel Seo) & 김아일(Qim Isle),
1410,Heart Break,Lady Antebellum(레이디 앤터벨룸),
1411,Truth Is a Beautiful Thing (Deluxe),LONDON GRAMMAR(런던 그래머),
1412,Stardust,디아(Dia),
1413,Seoul Aurora,이루엘,우연히
1414,Dystopian,IDIOTAPE (이디오테잎),특히 어떻든
1415,Is This The Life We Really Want?,Roger Waters(로저 워터스),오래 열심히 많이
1416,Crack-Up,Fleet Foxes(플릿 폭시즈),오랫동안 그야말로 특히
1417,rabbit,Deadbuttons (데드버튼즈),말끔 틀림없이 특히 그야말로
1418,From A Room: Volume 1,Chris Stapleton(크리스 스태플턴),특히
1419,Telekid,레인보우 99(Rainbow 99) & NWIT,그만큼
1420,Neva Left,Snoop Dogg(스눕 독),없이 왠지 그만큼 아마도 오랜
1421,Eyez in the drawer,큐엠(QM),드디어 특히
1422,Turn Up The Quiet,Diana Krall(다이애나 크롤),오랜
1423,Best Of Best 25th Anniversary,Dimension(디멘션),없이
1424,가물거리는 세상,서영도 일렉트릭 앙상블(Seo Young Do Electric Ensemble),특히
1425,CATNIP,ADOY,의외로 이른바
1426,Hope,iamnot (아이엠낫),없이
1427,After Laughter,Paramore(파라모어),
1428,COSMOS,Raw By Peppers,이미 이른바 이미
1429,TEAM BABY,검정치마,언제나 언제나 파닥파닥 스멀스멀
1430,Eclipse,EXID,드디어
1431,NO GOD,이용원,없이 많이
1432,Humanz [Deluxe],Gorillaz(고릴라즈),많이
1433,DAMN.,Kendrick Lamar(켄드릭 라마),그건 그만큼
1434,Night Vibe,보이비,
1435,FANACONDA,화나(Fana),기꺼이 그만큼 많이 특히 갸우뚱
1436,Harry Styles,Harry Styles(해리 스타일스),
1437,Life Love Flesh Blood,Imelda May(이멜다 메이),
1438,AMIMA,아미마,
1439,벌써 일년,코다 브릿지(Coda Bridge),
1440,Silent Light,Dominic Miller(도미니크 밀러),없이
1441,I'm Old Fashioned,조윤성 & 마리아킴(Yoonseung Cho & Maria Kim),어쩔 없이 오랜
1442,Automaton,Jamiroquai(자미로콰이),
1443,The Musician (Live),Chick Corea(칙 코리아),없이 그만
1444,Reverseries,Jennie Abrahamson,특히
1445,Windy City,Alison Krauss(앨리슨 크라우스),많이 특히
1446,No Data,Daye Jack,그만큼 특히 그야말로
1447,Drunk,Thundercat(썬더캣),언제나 이미 그만큼
1448,Triplicate,Bob Dylan(밥 딜런),언제나 저렇게
1449,Heartworms,The Shins(더 신스),어쩔 없이 방방
1450,Volume II - 1990 A New Decade,Soul II Soul(소울 투 소울),그만큼 조금씩
1451,Circle Of One,Oleta Adams(올레타 아담스),
1452,Johnny Gill (Expanded Edition),Johnny Gill(조니 길),
1453,Poison (Expanded Edition),Bell Biv DeVoe(벨 비브 데보),많이
1454,UNMIX,MXM,왠지
1455,September 01.00.00,서브웨이(Subway),한없이 한없이
1456,PIA 15years,피아(Pia),없이 그건 특히
1457,Crush On You,Crush,특히 아직 그만큼
1458,Fake Sugar,Beth Ditto(베스 디토),아직 쪼록 이른바 없이 특히
1459,Baby Driver (Music from the Motion Picture),Various Artists,아마도
1460,좋아하는 마음,홍찬미,타닥타닥 가만히 어김없이 오래도록 없이
1461,토성의 영향 아래,도재명,그만큼 오랜 끝없이
1462,B,로다운 30(Lowdown 30),이미 그야말로 아직
1463,Adventure,The Nod,또는
1464,Reborn,도끼(Dok2),끝없이 적어도
1465,NEW TYPE,쿠마파크(Kuma Park),이미 특히
1466,불혹,최백호,없이
1467,parkjiyoon9,박지윤,
1468,A DOOR,JOONSAM,없이 오랜
1469,보통사람 Part 2,우미진,
1470,Nü Religion: HYENA,THEY.,언제나 그만큼 슬며시
1471,Silhouettes,Aquilo(아퀼로),
1472,Colliding By Design,Acceptance,
1473,Piano Solo: The Complete Concert In Germany (Live),Michel Petrucciani(미셀 페트루치아니),되게 맘대로
1474,Caipi,Kurt Rosenwinkel(커트 로젠윙클),간간히
1475,Terrible Human Beings,The Orwells,특히 특히 많이
1476,The Search for Everything,John Mayer(존 메이어),그야말로 자유로이 그토록 아직
1477,Problematic,오왼(Owen),없이
1478,Rivers Arms,Balmorhea(발모라이),천천히
1479,between..2,투명(twomyung),아무래도 지극히
1480,Half Decade,조이트로프(Zoetrope),없이 없이 그야말로
1481,It's Alright,Diamond Bridge,
1482,EVERYDAY SUMMER,이지호 트리오,이미
1483,나의 가역반응,신해경,조곤조곤 깊숙이
1484,SweetSexySavage [Deluxe] (Streaming Ver.),Kehlani(켈라니),
1485,Run the Jewels 3,Run The Jewels(런 더 주얼스),그걸 아직도
1486,My Woman,Angel Olsen(엔젤 올슨),
1487,Paris In The Rain,Sarah McKenzie(사라 맥켄지),특히
1488,Reverence,Nathan East(네이단 이스트),오랫동안 없이
1489,Oczy Mlody,The Flaming Lips(플레이밍 립스),너무나도 특히
1490,I See You,The XX(디 엑스엑스),몽글몽글
1491,녹색이념,김태균 (TAKEONE),오랫동안 드디어 특히
1492,Boy II Man,민제 (Minje),적어도 특히
1493,우연의 연속에 의한 필연,끝없는잔향속에서우리는,
1494,Songs Of Michel Legrand,이부영,
1495,Human Emotions,김준범(Junbeom Kim),아무래도 많이 없이
1496,Irregular,빛과소음,언제나
1497,Divided By Zero,3호선 버터플라이(3rd Line Butterfly),오래 들썩
1498,13TH UNCHANGING - TOUCH,신화,없이 없이 없이
1499,Lost And Found,아이유(IU),
1500,VIDA,millic(밀릭),특히 많이 조물조물 아무리 아직 없이
1501,AUTHENTIC,바이 바이 배드맨(Bye Bye Badman),많이
1502,ACT ONE (The Complete Collection),Marian Hill(마리안 힐),없이 왠지 없이
1503,"다만, 널 사랑해",MJ(써니사이드),오래 하나같이 많이 그만큼
1504,Steve Aoki Presents Kolony,Steve Aoki(스티브 아오키),이미 가히
1505,Futari Saison - EP,Keyakizaka46(케야키자카46/欅坂46),
1506,Muffin,Xander Singh,한동안
1507,Upward Spiral,Branford Marsalis Quartet(브랜포드 마샬리스 쿼텟) & Kurt Elling(커트 엘링),오랜 한껏
1508,Tony Bennett Celebrates 90,Tony Bennett(토니 베넷),그야말로 이미 많이
1509,Daydreaming Blues,Pale Angels,아직 많이
